"","Overall","List_Number"
"PPG_spike_prev...264",5.38971229180509,38
"month...265",0,38
"PPG_spike_prev_missing...266",0,38
"weekday_num...267",100,39
"Hour...268",86.3621609316309,39
"Day...269",40.8704897185404,39
"day...270",9.43165081305759,39
"month...271",0,39
"PPG_spike_prev...272",0,39
"PPG_spike_prev_missing...273",0,39
"Hour...274",100,40
"Day...275",49.4468091331266,40
"day...276",22.2965991475061,40
"PPG_spike_prev...277",21.9020644240284,40
"month...278",0,40
"weekday_num...279",0,40
"PPG_spike_prev_missing...280",0,40
"Hour...281",100,41
"day...282",0.915358164142321,41
"Day...283",0,41
"month...284",0,41
"weekday_num...285",0,41
"PPG_spike_prev...286",0,41
"PPG_spike_prev_missing...287",0,41
"Hour...288",100,42
"PPG_spike_prev...289",17.2467976642535,42
"Day...290",2.87704392185123,42
"weekday_num...291",2.75681603102838,42
"day...292",0.659478228467003,42
"month...293",0,42
"PPG_spike_prev_missing...294",0,42
"PPG_spike_prev...295",100,43
"day...296",17.6863671376059,43
"Hour...297",13.3532889369903,43
"weekday_num...298",0.220630816660329,43
"Day...299",0.0860204917683135,43
"month...300",0,43
"PPG_spike_prev_missing...301",0,43
"Hour...302",100,44
"weekday_num...303",41.4178678024171,44
"Day...304",22.8022055702696,44
"day...305",6.51022987617086,44
"month...306",0,44
"PPG_spike_prev...307",0,44
"PPG_spike_prev_missing...308",0,44
"Hour...309",100,45
"Day...310",10.4496194262471,45
"day...311",3.93345871982182,45
"weekday_num...312",2.17456598228217,45
"PPG_spike_prev...313",0.668839003848264,45
"month...314",0,45
"PPG_spike_prev_missing...315",0,45
"Hour...316",100,46
"weekday_num...317",57.1428609489038,46
"Day...318",29.9924389078138,46
"day...319",20.9947072354697,46
"month...320",0,46
"PPG_spike_prev...321",0,46
"PPG_spike_prev_missing...322",0,46
"weekday_num...323",100,47
"Day...324",0,47
"day...325",0,47
"month...326",0,47
"Hour...327",0,47
"PPG_spike_prev...328",0,47
"PPG_spike_prev_missing...329",0,47
"Hour...330",100,48
"weekday_num...331",21.4885437339958,48
"Day...332",11.4255212465859,48
"day...333",4.49094230662918,48
"PPG_spike_prev...334",1.51500992355917,48
"month...335",0,48
"PPG_spike_prev_missing...336",0,48
"Day...337",100,49
"Hour...338",74.8185166245195,49
"day...339",21.990839864928,49
"weekday_num...340",1.03801752323949,49
"month...341",0,49
"PPG_spike_prev...342",0,49
"PPG_spike_prev_missing...343",0,49
"Hour...344",100,50
"weekday_num...345",55.034206054449,50
"Day...346",14.9947457005939,50
"PPG_spike_prev...347",6.81497851490155,50
"day...348",4.08929333751471,50
"month...349",0,50
"PPG_spike_prev_missing...350",0,50
"weekday_num...351",100,51
"Hour...352",45.0126234508363,51
"Day...353",0,51
"day...354",0,51
"month...355",0,51
"PPG_spike_prev...356",0,51
"PPG_spike_prev_missing...357",0,51
"Hour...358",100,52
"PPG_spike_prev...359",10.2213849945346,52
"Day...360",0,52
"day...361",0,52
"month...362",0,52
"weekday_num...363",0,52
"PPG_spike_prev_missing...364",0,52
"Day...365",100,53
"Hour...366",77.8923221962815,53
"weekday_num...367",67.2106076988538,53
"day...368",60.7459907982959,53
"PPG_spike_prev...369",29.6414501721696,53
"month...370",0,53
"PPG_spike_prev_missing...371",0,53
"PPG_spike_prev...372",100,54
"weekday_num...373",82.274982331193,54
"Day...374",7.71143408939127,54
"day...375",2.31342999881316,54
"month...376",0,54
"Hour...377",0,54
"PPG_spike_prev_missing...378",0,54
"weekday_num...379",100,55
"Day...380",0,55
"day...381",0,55
"month...382",0,55
"Hour...383",0,55
"PPG_spike_prev...384",0,55
"PPG_spike_prev_missing...385",0,55
"Day...386",100,56
"Hour...387",93.585930011814,56
"weekday_num...388",48.1535648650229,56
"PPG_spike_prev...389",19.7173599460295,56
"day...390",0,56
"month...391",0,56
"PPG_spike_prev_missing...392",0,56
"Day...393",100,57
"day...394",47.3099146126316,57
"Hour...395",35.7872051499491,57
"weekday_num...396",5.6464427396536,57
"PPG_spike_prev...397",0.203715988845233,57
"month...398",0,57
"PPG_spike_prev_missing...399",0,57
"Hour...400",100,58
"PPG_spike_prev...401",12.0531900392615,58
"Day...402",4.12520026007419,58
"day...403",2.25036715625539,58
"weekday_num...404",0.417655296071908,58
"month...405",0,58
"PPG_spike_prev_missing...406",0,58
"Hour...407",100,59
"weekday_num...408",19.2357869382519,59
"Day...409",0,59
"day...410",0,59
"month...411",0,59
"PPG_spike_prev...412",0,59
"PPG_spike_prev_missing...413",0,59
"Hour...414",100,60
"Day...415",16.3241625086907,60
"PPG_spike_prev...416",9.78105685747568,60
"day...417",6.84600895697857,60
"weekday_num...418",1.99316358437993,60
"month...419",0.235880463722395,60
"PPG_spike_prev_missing...420",0,60
"Hour...421",100,61
"Day...422",0,61
"day...423",0,61
"month...424",0,61
"weekday_num...425",0,61
"PPG_spike_prev...426",0,61
"PPG_spike_prev_missing...427",0,61
"weekday_num...428",100,62
"Day...429",56.5371098702405,62
"day...430",22.6320967960494,62
"PPG_spike_prev...431",3.81388169366948,62
"month...432",0,62
"Hour...433",0,62
"PPG_spike_prev_missing...434",0,62
"weekday_num...435",100,63
"day...436",38.0531185100919,63
"Day...437",36.1241719609514,63
"Hour...438",21.0886817892352,63
"PPG_spike_prev...439",0.478100861778894,63
"month...440",0,63
"PPG_spike_prev_missing...441",0,63
"PPG_spike_prev...442",100,64
"Hour...443",89.1752238665188,64
"day...444",28.1877649027332,64
"weekday_num...445",15.445228316167,64
"Day...446",12.9208270194124,64
"month...447",0,64
"PPG_spike_prev_missing...448",0,64
"PPG_spike_prev...449",100,65
"Hour...450",32.1447003115278,65
"day...451",19.7033354427614,65
"Day...452",9.79936216470676,65
"weekday_num...453",1.13721154625377,65
"month...454",0,65
"PPG_spike_prev_missing...455",0,65
"Day...456",100,66
"day...457",60.887482310047,66
"weekday_num...458",31.8064148325785,66
"Hour...459",6.21809159466551,66
"month...460",0,66
"PPG_spike_prev...461",0,66
"PPG_spike_prev_missing...462",0,66
"Day...463",NA,67
"day...464",NA,67
"month...465",NA,67
"Hour...466",NA,67
"weekday_num...467",NA,67
"PPG_spike_prev...468",NA,67
"PPG_spike_prev_missing...469",NA,67
"Hour...470",100,68
"Day...471",14.0680592065077,68
"day...472",4.97235181953202,68
"weekday_num...473",2.55961911468332,68
"month...474",0,68
"PPG_spike_prev...475",0,68
"PPG_spike_prev_missing...476",0,68
"Hour...477",100,69
"PPG_spike_prev...478",55.9802618367797,69
"day...479",18.1382473233403,69
"Day...480",12.0908634338177,69
"month...481",0,69
"weekday_num...482",0,69
"PPG_spike_prev_missing...483",0,69
"Day...484",100,70
"day...485",62.1861384049247,70
"Hour...486",61.3444438202155,70
"PPG_spike_prev...487",12.0027397875257,70
"weekday_num...488",3.06681506389815,70
"month...489",0,70
"PPG_spike_prev_missing...490",0,70
"Hour...491",100,71
"Day...492",0,71
"day...493",0,71
"month...494",0,71
"weekday_num...495",0,71
"PPG_spike_prev...496",0,71
"PPG_spike_prev_missing...497",0,71
